adlib_id,female_13-17,female_18-24,female_25-34,female_35-44,female_45-54,female_55-64,female_65+,male_13-17,male_18-24,male_25-34,male_35-44,male_45-54,male_55-64,male_65+,unknown_13-17,unknown_18-24,unknown_25-34,unknown_35-44,unknown_45-54,unknown_55-64,unknown_65+,unknown_Unknown
5898716973502114,,0.8,0.175,0.013,0.007,0.002,0.002,,,,,,,,,,,,,,,
144034661079310,,0.052,0.127,0.069,0.046,0.017,,,0.146,0.312,0.136,0.069,0.021,,,0,0.002,0.002,0.001,0,,
905573053619885,,0.276,0.142,,,,,,0.42,0.16,,,,,,0.001,0.001,,,,,
508934290255287,,0.045,0.072,0.073,0.068,0.046,0.026,,0.13,0.224,0.151,0.086,0.038,0.037,,0,0.001,0.001,0,,0.001,
382769603059937,,0.028,0.051,0.057,0.044,,,,0.147,0.242,0.263,0.158,,,,0.002,0.003,0.005,0.001,,,
944039663014065,,0.049,0.065,0.088,0.078,0.061,,,0.142,0.184,0.17,0.107,0.054,,,0.001,0.001,0.001,0,0,,
225953438974571,,0.01,0.018,0.045,0.072,0.054,,,0.141,0.149,0.191,0.204,0.11,,,0.001,0.001,0.002,0.002,0,,
832442374025369,,0.066,0.092,0.113,0.085,0.036,,,0.18,0.208,0.132,0.066,0.019,,,0.001,0.001,0.001,0,0,,
4465874400109092,,0.095,0.108,0.14,0.114,0.058,,,0.135,0.141,0.118,0.067,0.02,,,0.001,0.001,0.001,0.001,0,,
478677253418982,,0.063,0.077,0.114,0.113,0.065,,,0.128,0.158,0.138,0.097,0.045,,,0,0.001,0.001,0,0,,
261218939121980,,0.03,0.094,0.117,0.093,0.046,,,0.09,0.222,0.182,0.092,0.031,,,0,0.001,0.001,0,0,,
2052341751588876,,,,,,,,,0.226,0.541,0.233,,,,,,,,,,,
159965322749789,,,,,,0.212,0.263,,,,,,0.247,0.272,,,,,,0.003,0.002,
318454239834488,,0.006,0.013,0.037,0.056,0.048,,,0.164,0.17,0.177,0.214,0.108,,,0.001,0.002,0.001,0.001,0.002,,
268601118350335,,0.039,0.052,0.053,0.051,0.026,,,0.185,0.245,0.187,0.117,0.038,,,0.001,0.002,0.002,0.001,0,,
778043039524836,,0.033,0.041,0.078,0.082,0.054,,,0.148,0.153,0.2,0.145,0.061,,,0.001,0.001,0.001,0,0,,
138373575014133,,0.014,0.021,0.027,0.044,0.032,,,0.214,0.232,0.175,0.155,0.077,,,0.001,0.003,0.002,0.002,0.001,,
276451374173588,,0.022,0.024,0.024,0.038,0.025,,,0.296,0.272,0.134,0.111,0.048,,,0,0.002,0.001,0,0,,
159676062780157,,0.059,0.063,0.087,0.106,0.075,,,0.164,0.147,0.126,0.112,0.058,,,0,0.001,0.001,0,0,,
848393359094938,,0.027,0.015,0.026,0.044,0.029,,,0.349,0.235,0.125,0.093,0.052,,,0.001,0.001,0.002,0.001,0,,
3847571001978704,,0.069,0.089,0.12,0.121,0.117,,,0.1,0.139,0.115,0.08,0.048,,,0.001,0.001,0.001,0,0,,
336633654465186,,0.003,0.008,0.022,0.05,0.046,,,0.093,0.169,0.221,0.245,0.138,,,0,0.001,0.002,0.002,0.001,,
937299743760654,,0.018,0.052,0.084,0.075,0.065,,,0.096,0.192,0.209,0.139,0.069,,,0,0.001,0.001,0,0,,
306084024310894,,0.044,0.087,0.13,0.115,0.099,,,0.088,0.141,0.144,0.096,0.053,,,0,0.001,0.001,0,0,,
332895618256242,,0.008,0.02,0.04,0.065,0.049,,,0.143,0.222,0.219,0.163,0.065,,,,0.001,0.003,0.001,0.001,,
808954529817029,,0.226,0.255,0.007,,,,,0.279,0.223,0.006,,,,,0.001,0.002,,,,,
169498701682244,,0.063,0.149,0.054,,,,,0.198,0.397,0.132,,,,,0.001,0.003,0.002,,,,
3554743241297264,,0.048,0.102,0.058,0.037,0.02,,,0.157,0.315,0.149,0.08,0.024,,,0.001,0.003,0.004,0.001,0,,
208326287801031,,0.011,0.018,0.02,0.036,0.055,0.093,,0.103,0.179,0.119,0.131,0.104,0.125,,0,0.001,0.001,0.001,0.001,0.001,
284159843387119,,0.093,0.072,0.059,0.074,0.046,0.046,,0.234,0.149,0.084,0.071,0.032,0.038,,0.002,,0.001,0.001,0,,
1548067778732747,,0.041,0.085,0.054,0.038,0.02,,,0.163,0.312,0.165,0.086,0.027,,,0.001,0.003,0.004,0.001,0,,
483199952957017,,,,,,0.189,0.302,,,,,,0.232,0.274,,,,,,0.001,0.002,
1149329812182766,,0.003,0.004,0.009,0.03,0.122,0.238,,0.029,0.034,0.06,0.098,0.16,0.208,,,0,0.001,0,0,0.001,
571290687183208,0.241,0.346,0.112,0.009,0.003,0.002,0.003,0.089,0.138,0.038,0.003,0.003,,0.002,0.003,0.006,0.002,,,,0.001,
825315918123585,0.002,0.006,0.011,0.02,0.034,0.066,0.088,0.024,0.101,0.099,0.13,0.148,0.125,0.14,,0,0.001,0.001,0.001,0,0.001,
380797673268143,,0.049,0.081,0.031,0.009,,,,0.249,0.412,0.13,0.032,,,,0.001,0.003,0.002,0,,,
750610088871068,,0.027,0.056,0.051,0.045,0.032,,,0.151,0.292,0.174,0.115,0.046,,,0.001,0.003,0.004,0.002,0,,
1420497391633262,,,0.094,0.067,0.043,0.003,,,,0.431,0.224,0.116,0.008,,,,0.005,0.007,0.002,0,,
506264757236835,,0.009,0.012,0.032,0.066,0.056,,,0.162,0.136,0.172,0.222,0.126,,,0.001,0.001,0.002,0.002,0.001,,
1464930430530592,,0.055,0.072,0.102,0.101,0.057,,,0.151,0.146,0.156,0.108,0.05,,,0.001,0.001,0.001,0,0,,
286803116519881,0.007,0.024,0.022,0.027,0.03,0.048,0.066,0.042,0.191,0.218,0.126,0.074,0.048,0.07,0,0.001,0.001,0.001,0,0,0.001,
483132149465820,,0.007,0.016,0.03,0.059,0.097,0.148,,0.061,0.067,0.086,0.134,0.132,0.159,,,0,0.001,0.001,0.001,0.001,
2855060974744327,,0.054,0.092,0.099,0.066,0.047,,,0.132,0.221,0.165,0.088,0.033,,,0.001,0.001,0.001,0,,,
215073437113968,,0.014,0.018,0.056,0.11,0.05,,,0.124,0.189,0.201,0.167,0.068,,,,,0.002,,,,
184521693436725,,0.012,0.018,0.014,0.019,0.033,0.051,,0.236,0.287,0.114,0.079,0.056,0.076,,0.001,0.002,0.001,0,0.001,0.001,
220387159564096,0.143,0.36,0.095,0.008,,,,0.091,0.233,0.058,0.005,0,,,0.001,0.005,0,,,,,
330025561806643,,0.013,0.009,0.024,0.039,0.033,,,0.259,0.201,0.153,0.172,0.093,,,0.001,0.001,0.002,0.001,0.001,,
476488873640730,,0.046,0.057,0.093,0.092,0.048,,,0.135,0.161,0.192,0.127,0.046,,,0,0.001,0.001,0,0,,
182093090359114,0.2,0.387,0.093,0.007,0,,,0.1,0.168,0.033,0.003,,,,0.004,0.005,0,0,,,,
530354721313721,,0.062,0.147,0.079,0.049,0.017,,,0.14,0.291,0.13,0.063,0.018,,,0,0.002,0.002,0.001,0,,
996724641064090,,0.027,0.069,0.054,0.047,0.032,,,0.127,0.298,0.166,0.118,0.052,,,0.001,0.003,0.005,0.002,0.001,,
529452591548825,,0.02,0.028,0.045,0.059,0.078,0.092,,0.105,0.121,0.121,0.129,0.1,0.099,,0,0.001,0.001,0.001,0,0.001,
308831577534708,,0.027,0.036,0.021,,,,,0.411,0.378,0.121,,,,,0.001,0.002,0.002,,,,
1389173578118944,,0.011,0.015,0.037,0.067,0.046,,,0.248,0.136,0.151,0.192,0.092,,,0.001,0.001,0.001,0.001,0.001,,
1556396427893341,,0.04,0.058,0.08,0.074,0.041,,,0.159,0.186,0.194,0.122,0.043,,,0.001,0.001,0.001,0,0,,
956419141788619,,0.056,0.08,0.101,0.084,0.035,,,0.177,0.219,0.147,0.074,0.023,,,0.001,0.001,0.001,0,0,,
482561916400925,,0.02,0.016,0.027,0.065,0.05,,,0.203,0.184,0.165,0.164,0.102,,,,,0.001,0.001,0.001,,
179166690784482,,0.04,0.049,0.083,0.077,0.044,,,0.189,0.167,0.172,0.123,0.05,,,0.001,0.002,0.001,0.001,0,,
913654499208707,,0.008,0.009,0.03,0.052,0.043,,,0.24,0.152,0.16,0.192,0.107,,,,0.002,0.003,0.003,,,
315790969941074,,0.051,0.061,0.093,0.086,0.051,,,0.16,0.155,0.166,0.12,0.052,,,0,0.001,0.002,0.001,0,,
513492936343097,,0.011,0.014,0.033,0.058,0.05,,,0.196,0.159,0.174,0.191,0.109,,,0.001,0,0.002,0.001,,,
2901639473384713,,0.041,0.058,0.085,0.08,0.068,,,0.169,0.208,0.16,0.087,0.042,,,0,0.001,0,0,0,,
938329383592571,,0.005,0.019,0.028,0.031,0.018,,,0.213,0.397,0.188,0.08,0.02,,,,0.001,0.001,0.001,0,,
147165040720341,,0.014,0.023,0.056,0.096,0.061,,,0.125,0.141,0.181,0.192,0.106,,,0,0,0.002,0.001,0.001,,
324842172392677,,0.051,0.08,0.115,0.102,0.077,,,0.088,0.151,0.173,0.106,0.054,,,0,0.001,0.001,0,0,,
193442255978289,,0.01,0.015,0.036,0.073,0.055,,,0.122,0.141,0.19,0.222,0.129,,,0.001,0.001,0.003,0.002,0.001,,
507649463765898,,0.052,0.089,0.099,0.086,0.071,,,0.115,0.202,0.154,0.083,0.046,,,0,0.001,0.002,0,0,,
972520083286029,,0.047,0.066,0.101,0.093,0.092,,,0.126,0.144,0.156,0.104,0.067,,,0.001,0.001,0.001,0,0,,
839527186643292,,0.019,0.029,0.043,0.069,0.051,,,0.207,0.195,0.153,0.147,0.083,,,0,0.001,0.002,0.001,0.001,,
246707573811968,,0.047,0.068,0.125,0.113,0.057,,,0.102,0.136,0.182,0.121,0.046,,,0,0.001,0.001,0,0,,
294496895482917,,0.004,0.015,0.027,0.053,0.042,,,0.118,0.211,0.216,0.206,0.103,,,0,0.001,0.002,0.002,0.001,,
802291084025809,,0.017,0.03,0.064,0.07,0.049,0.05,,0.122,0.158,0.194,0.122,0.061,0.056,,0.001,0.001,0.004,0.001,0,0.001,
944312286358294,,0.012,0.02,0.041,0.063,0.038,,,0.197,0.273,0.176,0.122,0.052,,,,0.001,0.002,0.002,0.001,,
585519959022234,,0.062,0.087,0.123,0.122,0.134,,,0.114,0.141,0.096,0.069,0.049,,,0.001,0.001,0.001,0,0,,
495056494867714,,0.054,0.064,0.072,0.06,0.052,0.055,,0.17,0.166,0.132,0.066,0.044,0.051,,0.003,0.003,0.005,0.002,,0.002,
138240391567421,,0.013,0.019,0.024,0.036,0.025,,,0.262,0.226,0.158,0.154,0.078,,,,0.001,0.002,0.001,0.001,,
2562528497388170,,0.044,0.047,0.068,0.071,0.044,,,0.194,0.177,0.174,0.123,0.053,,,0,0.001,0.002,0.001,0,,
839730300281798,,0.016,0.015,0.031,0.053,0.037,,,0.217,0.187,0.167,0.18,0.092,,,0,0.001,0.002,0.001,0.001,,
911142662794220,,0.055,0.077,0.107,0.092,0.048,,,0.127,0.18,0.162,0.108,0.041,,,0.001,0.001,0.001,0,0,,
220742486143359,,0.016,0.02,0.041,0.08,0.046,,,0.173,0.168,0.179,0.178,0.093,,,0.001,0.001,0.002,0.003,0.001,,
175310551156738,,0.054,0.094,0.139,0.11,0.044,,,0.099,0.185,0.166,0.083,0.022,,,0.001,0.001,0.001,0.001,0,,
371103644317082,,0.008,0.014,0.046,0.08,0.065,,,0.115,0.136,0.173,0.235,0.122,,,0.001,0.001,0.001,0.003,,,
1322815161452499,,0.088,0.093,0.131,0.109,0.053,,,0.131,0.135,0.15,0.084,0.023,,,0.001,0.001,0.001,0.001,0,,
131933985645304,,0.005,0.022,0.039,0.06,0.039,,,0.112,0.207,0.225,0.198,0.088,,,0,0.001,0.003,0.002,0.001,,
922930521890716,,0.028,0.05,0.083,0.076,0.077,,,0.121,0.188,0.191,0.117,0.066,,,0,0.001,0.001,0,0,,
165972968685083,0.21,0.42,0.103,,,,,0.068,0.154,0.04,,,,,0.001,0.003,0.001,,,,,
2790467397872239,,,,,,,,,0.359,0.468,0.172,,,,,,,,,,,
298277711757613,,0.001,0.027,0.069,0.086,0.009,,,0.019,0.182,0.299,0.263,0.035,,,0,0.002,0.004,0.003,,,
164914275561879,,0.015,0.018,0.047,0.08,0.054,,,0.14,0.141,0.173,0.218,0.108,,,,0,0.002,0.001,0,,
221658053058183,,0.07,0.089,0.128,0.119,0.07,,,0.13,0.125,0.132,0.092,0.042,,,0,0.001,0.001,0,0,,
152225443577225,,0.068,0.103,0.133,0.108,0.053,,,0.133,0.157,0.134,0.078,0.028,,,0.001,0.001,0.002,0.001,0,,
1141114013022888,,0.016,0.016,0.028,0.052,0.049,,,0.239,0.168,0.148,0.178,0.098,,,0,0.001,0.003,0,0.002,,
2948608525463634,,0.022,0.033,0.037,0.062,0.042,,,0.201,0.196,0.171,0.164,0.068,,,0.001,0.002,0.001,0.002,0,,
508211143533658,,0.045,0.047,0.053,0.039,0.018,,,0.272,0.254,0.165,0.078,0.025,,,0.001,0.001,0.001,0.001,0,,
2014316208709603,,0.015,0.025,0.046,0.065,0.041,,,0.149,0.142,0.179,0.234,0.099,,,0.001,0.001,0.002,0.002,0.001,,
256362596240036,,0.033,0.051,0.079,0.071,0.034,,,0.137,0.207,0.207,0.131,0.045,,,0,0.001,0.002,0.001,0,,
315518550133811,,0.013,0.019,0.041,0.058,0.044,,,0.21,0.179,0.167,0.187,0.077,,,0,0.001,0.002,0.001,0,,
4420873474590357,,0.032,0.039,0.04,0.029,0.014,,,0.26,0.26,0.194,0.096,0.032,,,0.001,0.001,0.002,0.001,0,,
1191050228019614,,0.022,0.041,0.045,0.05,0.03,,,0.191,0.252,0.188,0.124,0.053,,,0.001,0,0.001,0,0,,
1212688772482374,,0.014,0.02,0.03,0.05,0.028,,,0.234,0.209,0.165,0.161,0.082,,,0.001,0.002,0.002,0.001,0.001,,
751993975435928,,0.014,0.024,0.039,0.061,0.039,,,0.175,0.182,0.178,0.184,0.093,,,0.001,0.002,0.002,0.003,0.001,,
521601775868169,,0.027,0.038,0.064,0.058,0.034,,,0.178,0.21,0.203,0.133,0.049,,,0.001,0.001,0.002,0.001,0,,
838379610118853,,0.019,0.029,0.043,0.056,0.044,0.065,,0.124,0.18,0.153,0.109,0.07,0.101,,,0.001,0.002,0.001,0.001,0.002,
468148270941651,,0.007,0.017,0.038,0.047,,,,0.104,0.2,0.323,0.259,,,,0.001,0.001,0.003,0.001,,,
308362017408959,,0.025,0.036,0.047,0.059,0.062,0.079,,0.102,0.166,0.13,0.112,0.078,0.096,,0.001,0.002,0.002,0.002,0.002,0.001,
397675317870340,,0.121,0.473,0.279,0.128,,,,,,,,,,,,,,,,,
849206045806039,,0.051,0.069,0.096,0.08,0.055,,,0.163,0.189,0.156,0.094,0.043,,,0.001,0.001,0.001,0,0,,
622589579137270,,0.012,0.017,0.041,0.086,0.067,,,0.168,0.147,0.166,0.187,0.103,,,0,0.001,0.003,0.001,0.001,,
2849456018700205,,0.039,0.066,0.11,0.11,0.093,,,0.096,0.155,0.16,0.106,0.062,,,0,0.001,0.001,0,0,,
1752035278311465,,0.006,0.021,0.041,0.064,0.045,,,0.118,0.192,0.209,0.203,0.096,,,0,0,0.003,0.002,0.001,,
537912044281087,,0.026,0.037,0.025,0.013,,,,0.27,0.312,0.211,0.092,,,,0.002,0.004,0.005,0.001,,,
2962503034034253,,0.01,0.016,0.025,0.014,,,,0.276,0.296,0.236,0.118,,,,0.002,0.003,0.003,0.001,,,
632620754365569,,0.026,0.048,0.093,0.102,0.059,0.067,,0.083,0.128,0.136,0.129,0.058,0.062,,0.001,0.002,0.003,0.001,0,0.001,
468323557713431,,,0.157,0.11,0.011,,,,,0.46,0.238,0.019,,,,,0.003,0.003,0,,,
794435331460598,,0.017,0.036,0.046,0.082,0.052,,,0.159,0.158,0.167,0.184,0.094,,,0,0,0.002,0.002,0,,
1786727784822629,,0.047,0.077,0.085,0.064,0.032,,,0.13,0.236,0.181,0.103,0.04,,,0.001,0.002,0.002,0.001,0,,
1379220192450401,,0.009,0.024,0.034,0.052,0.032,,,0.15,0.255,0.211,0.164,0.066,,,0.001,0.001,0.001,0.002,0,,
335536141250961,,0.032,0.05,0.072,0.062,0.036,,,0.159,0.22,0.21,0.117,0.039,,,0,0.001,0.001,0,0,,
132039522279493,,0.022,0.023,0.017,0.022,0.026,0.035,,0.285,0.225,0.117,0.081,0.066,0.069,,0.001,0.002,0.004,0.001,0.001,0.002,
520358265808757,,,0.111,0.078,0.048,0.004,,,,0.396,0.224,0.117,0.007,,,,0.005,0.007,0.002,0,,
245929423987793,,0.031,0.039,0.053,0.079,0.008,,,0.202,0.201,0.182,0.18,0.016,,,0.001,0.001,0.002,0.002,0,,
466037181173949,,0.018,0.058,0.091,0.105,0.061,,,0.113,0.17,0.173,0.14,0.066,,,0,0,0.002,0.001,0.001,,
832606264276051,,0.036,0.08,0.124,0.122,0.112,,,0.086,0.158,0.131,0.089,0.058,,,0.001,0.001,0.001,0,0,,
160639539323377,,0.038,0.068,0.093,0.071,0.053,,,0.13,0.208,0.201,0.091,0.043,,,0.001,0.001,0.002,0,0,,
238497494727939,,0.015,0.04,0.051,0.066,0.049,,,0.203,0.191,0.17,0.14,0.069,,,0,0.001,0.002,0.002,0,,
204267004643761,,0.036,0.056,0.068,0.052,0.026,,,0.151,0.246,0.211,0.115,0.037,,,0,0.001,0.001,0,0,,
479250739889470,,0.016,0.024,0.04,0.082,0.05,,,0.167,0.174,0.178,0.182,0.084,,,0,0.001,0.001,0.001,0,,
243686504214185,,0.074,0.087,0.098,0.074,0.032,,,0.172,0.205,0.154,0.079,0.023,,,0.001,0.001,0.001,0,0,,
278416150614675,,0.018,0.032,0.054,0.082,0.059,,,0.151,0.186,0.165,0.163,0.083,,,0,0.002,0.003,0.001,0.001,,
805912093365306,,0.044,0.076,0.08,0.079,0.045,,,0.111,0.208,0.181,0.126,0.048,,,0,0.001,0.001,0,0,,
869966333558010,,0.003,0.008,0.015,0.035,0.024,,,0.115,0.252,0.245,0.204,0.093,,,0,0,0.002,0.001,0,,
4721590097858189,,0.038,0.06,0.089,0.076,0.06,,,0.123,0.189,0.184,0.12,0.058,,,0.001,0.001,0.001,0,0,,
133444772101383,,0.006,0.011,0.044,0.079,0.068,,,0.109,0.11,0.204,0.231,0.132,,,,,0.002,0.002,0.001,,
169129015121451,,0.03,0.107,0.076,0.046,0.004,,,0.107,0.318,0.18,0.108,0.007,,,0.001,0.005,0.008,0.003,0,,
460656088572905,,0.064,0.154,0.089,0.061,0.004,,,0.133,0.271,0.138,0.076,0.004,,,0,0.002,0.002,0.001,0,,
136877918424290,,0.058,0.066,0.118,0.104,0.079,,,0.121,0.134,0.172,0.101,0.044,,,0.001,0.001,0.001,0,0,,
185764019955845,,0.038,0.037,0.044,0.064,0.041,,,0.23,0.258,0.148,0.094,0.042,,,0.001,0.001,0.002,0.001,0,,
491931852239603,,0.028,0.066,0.094,0.079,0.063,,,0.115,0.212,0.183,0.104,0.054,,,0,0.001,0.001,0,0,,
2552807578346560,,0.007,0.033,0.04,0.049,0.024,,,0.124,0.273,0.223,0.16,0.061,,,0,0.001,0.002,0.002,0,,
511673439845613,,0.046,0.068,0.071,0.089,0.092,0.106,,0.073,0.111,0.104,0.09,0.073,0.074,,0,0.001,0,0,0.001,0.001,
1182511842179032,,0.029,0.058,0.097,0.092,0.085,0.097,,0.036,0.115,0.14,0.113,0.074,0.062,,0,0,0.002,0,0,0,
128266512622902,,0.034,0.125,0.097,0.009,,,,0.118,0.365,0.218,0.017,,,,0.001,0.006,0.01,0.001,,,
286244326473745,,0.039,0.112,0.069,0.048,0.031,0.033,,0.092,0.244,0.15,0.089,0.043,0.039,,0.001,0.003,0.004,0.002,0.001,0.001,
839897616885555,,0.017,0.021,0.041,0.078,0.051,,,0.139,0.136,0.187,0.207,0.119,,,0.001,0.001,0.002,0.001,0.001,,
494245028597332,,0.036,0.041,0.046,0.055,0.033,,,0.2,0.226,0.169,0.13,0.059,,,0.001,0.002,0.001,0.001,0,,
742792669742706,,,,,,,,,0.407,0.514,0.079,,,,,,,,,,,
176631310986212,,,,,,,,,0.223,0.471,0.225,0.076,0.005,,,,,,,,,
490633172135105,,0.032,0.052,0.124,0.112,0.085,,,0.099,0.129,0.192,0.121,0.053,,,0,0.001,0.001,0,0,,
1385508475142568,,0.009,0.039,0.075,0.102,0.056,,,0.096,0.174,0.2,0.168,0.076,,,0,0.001,0.002,0.001,0,,
1770833206453119,,0.005,0.02,0.034,0.058,0.044,,,0.099,0.202,0.219,0.216,0.095,,,0,0.001,0.003,0.002,0.001,,
291057335831677,,0.041,0.09,0.117,0.112,0.087,,,0.095,0.181,0.139,0.088,0.048,,,0,0.001,0.001,0,0,,
992384301567535,,0.009,0.016,0.046,0.078,0.064,,,0.148,0.141,0.184,0.193,0.115,,,0,0.001,0.002,0.002,0.001,,
262348842261343,,0.059,0.09,0.099,0.079,0.056,,,0.118,0.185,0.166,0.096,0.046,,,0.001,0.001,0.002,0.001,0,,
513948442965283,,0.038,0.042,0.053,0.044,0.023,,,0.237,0.241,0.186,0.097,0.034,,,0.001,0.001,0.001,0.001,0,,
907261726512172,,0.015,0.022,0.049,0.093,0.058,,,0.154,0.124,0.181,0.2,0.098,,,0.001,0.001,0.002,0.002,,,
459540708636655,,0.028,0.032,0.041,0.045,0.032,,,0.266,0.192,0.184,0.124,0.052,,,0.001,0.002,0.001,0.001,0.001,,
511679503339156,,0.014,0.016,0.032,0.048,0.032,,,0.194,0.166,0.198,0.194,0.098,,,,,0.002,0.007,,,
3880131668767786,,0.011,0.021,0.051,0.081,0.051,,,0.136,0.158,0.176,0.197,0.112,,,0.001,0.001,0.002,0.002,0.001,,
760971691452072,,0.083,0.088,0.091,0.077,0.036,,,0.179,0.19,0.14,0.08,0.031,,,0.002,0.002,0.002,0,0,,
508607340270001,,0.02,0.054,0.137,0.029,,,,0.08,0.232,0.387,0.05,,,,0.001,0.002,0.006,0,,,
789174365354529,,0.023,0.061,0.085,0.092,0.109,0.136,,0.034,0.1,0.127,0.099,0.066,0.065,,0,0,0.001,0,0,0.001,
918693312240926,,0.034,0.033,0.021,0.027,0.035,0.051,,0.197,0.266,0.111,0.083,0.061,0.074,,0.001,0.002,0.002,0.001,0.001,0.001,
360936998672788,,0.03,0.05,0.05,0.058,0.032,,,0.179,0.247,0.168,0.129,0.051,,,0.001,0.001,0.002,0.002,0,,
236833994699342,,0.047,0.077,0.111,0.092,0.04,,,0.128,0.206,0.171,0.094,0.03,,,0.001,0.001,0.002,0.001,0,,
305199090988429,,0.029,0.055,0.052,0.061,0.029,,,0.168,0.255,0.17,0.127,0.048,,,0.001,0.001,0.002,0.001,0,,
853859268500990,,0.049,0.086,0.092,0.082,0.035,,,0.129,0.228,0.17,0.095,0.03,,,0,0.001,0.001,0,0,,
1020203655469016,,0.05,0.06,0.022,,,,,0.314,0.443,0.105,,,,,0.002,0.003,0.002,,,,
1610364396018808,,0.518,0.125,0.007,,,,,0.273,0.068,0.003,,,,,0.006,0.001,,,,,
1171785673266602,,0.026,0.026,0.065,0.097,0.07,,,0.187,0.123,0.147,0.161,0.094,,,0.001,0.001,0.002,0.001,0.001,,
285901106497752,,0.036,0.067,0.095,0.082,0.068,,,0.116,0.195,0.174,0.11,0.055,,,0,0.001,0.001,0,0,,
1823051994568120,,0.035,0.042,0.066,0.054,0.028,,,0.212,0.192,0.198,0.124,0.046,,,0.001,0.001,0.001,0,0,,
456927555597208,,0.015,0.017,0.032,0.048,0.03,,,0.266,0.182,0.157,0.163,0.086,,,0.001,0.001,0.002,0.001,0.001,,
185404603422140,,0.042,0.065,0.103,0.099,0.056,,,0.153,0.179,0.152,0.103,0.044,,,0.001,0.001,0.001,0.001,0,,
272124744557700,,0.006,0.013,0.024,0.041,0.035,,,0.229,0.199,0.19,0.163,0.093,,,0,0.002,0.003,0.001,0.001,,
731762447517664,,0.017,0.052,0.072,0.096,0.13,0.128,,0.027,0.078,0.109,0.111,0.1,0.074,,0,0.001,0,0.001,0.001,0.001,
770460067196528,,0.045,0.073,0.103,0.097,0.085,,,0.112,0.165,0.154,0.103,0.059,,,0,0.001,0.001,0,0,,
4110643662330749,,0.016,0.024,0.031,0.05,0.031,,,0.225,0.286,0.157,0.12,0.054,,,0.001,0.001,0.003,0.002,0.001,,
139992361439288,,0.01,0.014,0.046,0.103,0.084,,,0.095,0.103,0.176,0.223,0.14,,,,,0.002,0.002,0.001,,
156904362929469,,0.034,0.081,0.125,0.114,0.087,,,0.068,0.136,0.167,0.117,0.068,,,0,0.001,0.002,0,0,,
3782308841817993,,0.056,0.081,0.106,0.09,0.041,,,0.128,0.182,0.163,0.108,0.04,,,0.001,0.001,0.002,0.001,0,,
411966439847591,,0.024,0.031,0.053,0.072,0.043,,,0.178,0.202,0.181,0.153,0.06,,,0,0.001,0.002,0.001,0,,
1021643578364368,,0.009,0.022,0.039,0.064,0.042,,,0.171,0.182,0.204,0.179,0.081,,,,0.001,0.002,0.002,0.001,,
165286218812238,,0.06,0.102,0.165,0.155,0.079,,,0.088,0.131,0.104,0.08,0.033,,,0.001,0.001,0.001,0,0,,
372226304025517,,0.009,0.012,0.036,0.072,0.061,,,0.166,0.131,0.168,0.217,0.121,,,0.001,0.001,0.002,0.002,0.001,,
283905453411974,,0.038,0.041,0.062,0.051,0.022,,,0.198,0.213,0.209,0.122,0.04,,,0.001,0.001,0.002,0,0,,
2986340474930577,,0.04,0.097,0.058,0.045,0.038,0.04,,0.119,0.241,0.131,0.085,0.049,0.049,,0,0.002,0.003,0.001,0.001,0.001,
1409106749453492,,0.033,0.056,0.094,0.09,0.045,,,0.141,0.195,0.179,0.115,0.048,,,0,0.001,0.001,0,0,,
2913454315648758,,0.005,0.014,0.02,0.034,0.03,,,0.207,0.221,0.188,0.178,0.097,,,0.001,0.001,0.002,0.002,0.001,,
282185976726673,,0.038,0.043,0.066,0.055,0.029,,,0.192,0.181,0.205,0.139,0.049,,,0.001,0.001,0.002,0.001,0,,
205896214376389,,0.016,0.028,0.048,0.077,0.044,,,0.167,0.147,0.185,0.187,0.093,,,0.001,0,0.003,0.003,0.001,,
249324166929424,,0.009,0.034,0.061,0.083,0.059,,,0.06,0.173,0.224,0.196,0.098,,,0,0.001,0.002,0.001,0,,
1030484114027744,,0.028,0.043,0.044,0.035,0.017,,,0.213,0.28,0.196,0.106,0.033,,,0.001,0.002,0.002,0.001,0,,
724065378264881,,0.015,0.02,0.039,0.068,0.046,,,0.175,0.172,0.184,0.19,0.085,,,0.001,0.001,0.001,0.002,0.001,,
170932881463289,,0.073,0.172,0.063,,,,,0.179,0.375,0.132,,,,,0.001,0.003,0.002,,,,
212601080259702,,0.01,0.015,0.037,0.058,0.047,,,0.206,0.169,0.177,0.18,0.098,,,0.001,0.001,0.002,0.001,0,,
173346151216639,,0.061,0.088,0.117,0.095,0.044,,,0.136,0.153,0.165,0.099,0.038,,,0.001,0.001,0.002,0,0,,
1189019711569248,,0.037,0.075,0.118,0.101,0.074,,,0.109,0.166,0.166,0.102,0.048,,,0,0.001,0.001,0,0,,
829051041154371,,0.02,0.027,0.047,0.074,0.043,,,0.167,0.177,0.196,0.164,0.08,,,0,0.001,0.003,0.002,0,,
224787369440100,,0.008,0.012,0.031,0.081,0.077,,,0.137,0.111,0.171,0.217,0.145,,,0.001,0,0.003,0.004,0.001,,
226056995939797,,0.052,0.066,0.1,0.083,0.073,,,0.145,0.16,0.159,0.099,0.059,,,0.001,0.001,0.002,0,0,,
238294568044815,,0.086,0.087,0.093,0.068,0.031,,,0.176,0.18,0.151,0.092,0.033,,,0.001,0.001,0.002,0,0,,
